author,paintname
Turner  Joseph Mallord William, Arundel Castle
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, Arundel Castle
Turner  Joseph Mallord William, Parts of Arundel Castle
Turner  Joseph Mallord William, Arundel Castle
Turner  Joseph Mallord William, Arundel Castle
Turner  Joseph Mallord William, Morlaix: The Quai des Lances  Looking South-East with the Tower of St-Melaine Above
Turner  Joseph Mallord William, Morlaix: Part of the Quai des Lances
Turner  Joseph Mallord William, Morlaix: The Port  with Large Vessels  and the Distant Tower of St-Melaine
Turner  Joseph Mallord William, Morlaix  from the River
Turner  Joseph Mallord William, Morlaix: The Cigar Factory
Turner  Joseph Mallord William, Outlines of a River Scene  Perhaps at Morlaix
Turner  Joseph Mallord William, View down the River near Morlaix  Perhase close to Locqénolé
Turner  Joseph Mallord William, [blank]
McLean  Bruce, Their Grassy Places
Turner  Joseph Mallord William, The Bay of Morlaix from near Locqénolé  with the Penn-al-Lann Peninsula  the Ile Louêt and the Château de Taureau
Turner  Joseph Mallord William, (a) View over the Bay of Morlaix; (b) The Phare de la Lande  with Carantec in the Distance; (c) A View Looking up the Morlaix River  with Dourduff on the Left; (d) View of River near Morlaix
Turner  Joseph Mallord William, The Carantec Peninsula from the South-West
Turner  Joseph Mallord William, (a) The Phare de la Lande from Offshore; (b) Islands in the Bay of Morlaix; (c) A Headland
Turner  Joseph Mallord William, View of the Morlaix River with a Church Tower in the Foreground
Turner  Joseph Mallord William, View on the Morlaix River  Looking North
Turner  Joseph Mallord William, Sketches on the River near Morlaix: (a) Boats in front of Houses; (b) A Stretch of River; (c) A Bend in the River; (d) Outlines of River Banks
Turner  Joseph Mallord William, The Estuary of the River near Morlaix
Turner  Joseph Mallord William, Sketches on the River near Morlaix: (a) Buildings with Steps; (b) A Bend in the River where St-François-de-Cuburien Can Just Be Glimpsed; (c) A Closer View of St-François-de-Cuburien; (d) A Bend in the River Leading to a Building
Turner  Joseph Mallord William, (a) A Bend in the River  with Trees; (b) Maison de Retraite  St-François-de-Cuburien; (c) A Bend in the River  with the Distant Forms of Morlaix
Turner  Joseph Mallord William, Maison de Retraite  St-François-de-Cuburien
Turner  Joseph Mallord William, Morlaix from the Port
Turner  Joseph Mallord William, Morlaix: (a) The Towers of the Churches of St Matthew and St-Melaine; (b) Interior of a Church; (c) Detail of Gothic Architecture
Turner  Joseph Mallord William, Two Peasants on a Road  with the Tower of a Church in the Distance  Perhaps near St-Thégonnec
Turner  Joseph Mallord William, Landerneau: The Pont de Rohan from the South Side of the River Elorn  Looking East  with the Church of St-Thomas on the Right
Turner  Joseph Mallord William, Landerneau: The Church of St-Houardon  from the South Side of the Elorn
Turner  Joseph Mallord William, Landerneau: Looking East up the River Elorn  with the Church of St-Houardon on the Left  and the Church of St-Thomas on the Right
Turner  Joseph Mallord William, Brest: The Church of St-Louis
Turner  Joseph Mallord William, Brest: (a) The Rade de Brest; (b) Military Buildings  Including the Bagne; (c) The Tour Tanguy
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, A Two-Masted Boat
Turner  Joseph Mallord William, Brest: The Château (Two Sketches)
Turner  Joseph Mallord William, Brest: The Château from the Quayside  with the Masting Device
Turner  Joseph Mallord William, Brest: View of the Port  with the Arsenal on the Right
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, (a) Possibly a View over the Rade de Brest towards the Menez Hom; (b) The Coast near Brest; (c) A Line of Coast with a Building  Perhaps at Le Conquet
Turner  Joseph Mallord William, The Pointe de St-Mathieu  with the Ruins of the Abbey of St-Mathieu
Turner  Joseph Mallord William, View at Le Conquet
Turner  Joseph Mallord William, View from Le Conquet towards the Island of Ushant (Ouessant)
Turner  Joseph Mallord William, Two Coast Scenes with a Church Tower  Perhaps at Le Conquet
Turner  Joseph Mallord William, Coast Scene  Looking across to Ushant
Turner  Joseph Mallord William, Three Sketches of Distant Coasts
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, Quimper: The Facade of the Cathedral of St-Corentin
Turner  Joseph Mallord William, Quimper: The Facade of the Cathedral of St-Corentin
Turner  Joseph Mallord William, Buildings at Quimper
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, Quimper: The Place in front of the Cathedral
Turner  Joseph Mallord William, Quimper: Figures at a Market Place  with the Southern Transept of the Cathedral Above
Turner  Joseph Mallord William, Sketches of Figures and a Building at Lorient (Possibly the Magazin de l’Artillerie du Prohibe)
Turner  Joseph Mallord William, Four Views over the Rade de Lorient towards Port Louis
Turner  Joseph Mallord William, Port Louis
Turner  Joseph Mallord William, Port Louis
Turner  Joseph Mallord William, Lorient: Views  Including the Lighthouse Tower
Turner  Joseph Mallord William, Four Views across the Rade de Lorient to Port Louis
Turner  Joseph Mallord William, La Roche-Bernard from up the River Vilaine
Turner  Joseph Mallord William, La Roche-Bernard  from the West
Turner  Joseph Mallord William, Vannes: The Chapelle St-Yves
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, Nantes: Quai de la Fosse  Looking East
Turner  Joseph Mallord William, Nantes: A Distant View of the Pont Pirmil
Turner  Joseph Mallord William, Nantes; (a) (b) The Salorges Looking East; (c) From the Salorges  Looking West
Turner  Joseph Mallord William, Nantes: The Pont Pirmil from the South-West
Turner  Joseph Mallord William, Nantes: Sketches of the Facades of the Bourse and the Théâtre Graslin
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, View across a Valley towards a Large Religious Building  with Another Tower on the Right (?near Nantes)
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, Nantes: Looking Down from the Hill above the Salorges
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, Nantes: The Ile Feydeau from the East; Detail of the Château
Turner  Joseph Mallord William, Nantes: The Château from the River
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, Nantes: The Cathedral Seen from the St-Similien Quarter  with a Bridge in the Right Foreground
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, Two Views of the Loire Estuary
Turner  Joseph Mallord William, Nantes: Looking towards the Théâtre Graslin from the Rue de Breda Gresset; Group of Clouds above the Sea  with Sailboats
Turner  Joseph Mallord William, Nantes: The Quai de la Fosse  Looking East to the Ile Feydeau
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, Nantes: The Pont du Pirmil from the Northern Approach
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, Nantes: The Church of St-Similien
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, Sketches  Perhaps at Nantes
Turner  Joseph Mallord William, An Architecural Detail  Perhaps at Quimper or Nantes
Turner  Joseph Mallord William, Quimper: The Bishop’s Palace on the Right  with the Cathedral of St-Corentin Beyond at the End of the Rue St-Catherine
Turner  Joseph Mallord William, Quimper: Architectural Details of a Half-Timbered House  with a Fragment Showing One of the Porches of the Cathedral of St-Corentin
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, Nates: The Bourse and the Ile Feydeau; Above  Extension Showing the Ile Feydeau  with the Bains Publics  and the Quays of the Ile Gloriette Beyond
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, Nantes: The Château from the North-West  with the Loire beyond to the Left
Turner  Joseph Mallord William, Nantes: The Château from the River  with the Cathedral Behind  and the Ile Feydeau to the West
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, Nantes: The Eastern End of the Ile Feydeau  with the Bras de Bourse  and the Tour Bouffay on the Right
Turner  Joseph Mallord William, Nantes: The Château from the River  with the Towers of the Cathedral; Subsidiary Sketch Also Shows the Château Walls
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, Nantes: Looking along the Quai de la Fosse to the Cathedral; Subsidiary Sketch Probably Shows the View Westwards
Turner  Joseph Mallord William, Nantes: The Quai de la Fosse  Looking East
Turner  Joseph Mallord William, Nantes: The Château  with the Cathedral Beyond; Boats
Turner  Joseph Mallord William, Nantes: The Pont de la Belle Croix
Turner  Joseph Mallord William, Nantes: Looking East; The Towers of the Cathedral from the South; Disc of the Sun on Right  ?in the Early Morning  Soon after Sunrise; Chimney (?of Steamer) Emitting Plume of Smoke at the Centre
Turner  Joseph Mallord William, A Windmill and Church Tower  Perhaps near Nantes
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, Lorient: The Lighthouse
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, Quimper: Timbered Houses  with the Towers of St-Corentin
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, Nantes: The Facade of the Théâtre Graslin  in Profile and Head On; A Barge with its Mast and Rigging Unfurled
Turner  Joseph Mallord William, The Place Graslin
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, View over a Fortified Port  Perhaps at Quimper or Lorient
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, Quimper from the River
Turner  Joseph Mallord William, Quimper: The Bishop’s Palace
Turner  Joseph Mallord William, Quimper: The Bishop’s Palace beside the River Odet  with the Towers of St-Corentin Above
Turner  Joseph Mallord William, Quimper: The Bishop’s Palace beside the River Odet  with the Towers of St-Corentin Above
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, Lorient from the South
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, [blank]
Turner  Joseph Mallord William, La Roche-Bernard from the South-West
Turner  Joseph Mallord William, Two Sketches of La Roche-Bernard: A View down River  and a View up the Village Street beside the Rocks  with a Diligence
Turner  Joseph Mallord William, [inscriptions by Turner]
Turner  Joseph Mallord William, Lorient
Turner  Joseph Mallord William, Sketches in Two Horizontal Bands; Outline of a Figure in a Cloak
Turner  Joseph Mallord William, Sketches in Two Horizontal Bands; Outline of a Figure in a Cloak
Turner  Joseph Mallord William, A View with a Church  the Tower with One or Two Spires; Two Female Figures
Turner  Joseph Mallord William, Nantes: Outline of the Théâtre Graslin from the North-West Corner of the Place Graslin
Turner  Joseph Mallord William, Steps Rising to a Temple or Some Other Building with a Dome
Turner  Joseph Mallord William, Loire Barge under Sail; Outline of Château of Saumur
Turner  Joseph Mallord William, Nantes: Details of the Steps and Columns of the Théâtre Graslin
Turner  Joseph Mallord William, Nantes: The Ile Feydeau from the East
Turner  Joseph Mallord William, Nantes: Outline of the Théâtre Graslin (or Perhaps the Bourse); Subsidiary Sketch of the Cathedral
Turner  Joseph Mallord William, Nantes: Sketches of Parts of the Château Walls  Seen from the River
Turner  Joseph Mallord William, Three Sketches of Loire Boats
Turner  Joseph Mallord William, Nantes: The Walls of the Château
Turner  Joseph Mallord William, A Loire Steamer: The ‘Louis Guibert’
Turner  Joseph Mallord William, Nantes: Four Levels of Sketches of the Cathedral and Château
Turner  Joseph Mallord William, Nantes: Outline of the Cathedral Towers
Turner  Joseph Mallord William, Views from the River near Nantes: (a) The Château and Cathedral; (b) Looking Upriver to the East; (c) View Back towards Nantes  with the Towers of the Cathedral; (d) More Distant View back towards Nantes; (e) ?Outline of a Boat
Turner  Joseph Mallord William, Sketches on the River near Nantes: (a) Nantes  from the Cathedral on the Right across to the Pont de la Madeleine; (b) The Pont Pirmil  with the Hôpital St-Jacques; (c) General View of Nantes from the East
Turner  Joseph Mallord William, Sketches on the River at Nantes: (a) Panorama from the Cathedral Towers on Right to the Hôpital St-Jacques on Left; (b) Boats on the River  with Nantes Beyond; (c) Loire Barges
Turner  Joseph Mallord William, Sketches on the River near Nantes: (a) Ruined Building with a Boat; (b) Loire Barges under Sail; (c) Distant View of Nantes; (d) A Boat  Perhaps a Steamer; (e) (f) Views on the River
Turner  Joseph Mallord William, Sketches near the Coteaux de Mauves: (a) The Coteaux de Mauves; (b) Mauves  with the Coteaux de Mauves Beyond; (c) View Upriver towards the East  beyond the Coteaux de Mauves; (d) The Left Bank near the Coteaux de Mauves
Turner  Joseph Mallord William, Sketches of the Coteaux de Mauves  with the Château de Clermont in Those Looking along the Coteaux to the East
Turner  Joseph Mallord William, Sketches of the Coteaux de Mauves  with the Château de Clermont in Those Looking along the Coteaux to the East
Turner  Joseph Mallord William, Three Sketches of the Château de Clermont  from below to the West
